Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
51.5242733	51.52422	515rcbc18	0.0	515rcbc31	0.0	None	None
51.5240065	51.5242733	515rcbc32	0.0	515rcbc18	0.0	None	None
51.52453	51.5240476	515rcbc13	0.0	515rcbc27	0.0	None	None
51.5266048	51.5240476	515rcbc30	0.0	515rcbc27	0.0	None	None
51.5242961	51.5242733	515rcbc19	0.0	515rcbc18	0.0	None	None
51.52457	51.52446	515rcbc16	0.0	515rcbc23	0.0	None	None
51.5266048	51.524641	515rcbc30	0.0	515rcbc17	0.0	None	None
51.535722	51.5240476	515rcbc12	0.0	515rcbc27	0.0	None	None
51.52453	51.5245	515rcbc13	0.0	515rcbc11	0.0	None	None
51.5239	51.5240476	515rcbc28	0.0	515rcbc27	0.0	None	None
51.52457	51.535722	515rcbc16	0.0	515rcbc12	0.0	None	None
51.5266048	51.5243	515rcbc30	0.0	515rcbc21	0.0	None	None
51.52453	51.5240065	515rcbc13	0.0	515rcbc32	0.0	None	None
51.5248	51.5245	515rcbc8	0.0	515rcbc11	0.0	None	None
51.5244894	51.52424	515rcbc37	0.0	515rcbc25	0.0	None	None
51.5240065	51.524641	515rcbc32	0.0	515rcbc17	0.0	None	None
51.5239	51.5241141	515rcbc28	0.0	515rcbc10	0.0	None	None
51.52424	51.5266048	515rcbc25	0.0	515rcbc30	0.0	None	None
51.5241494	51.5237466	515rcbc34	0.0	515rcbc35	0.0	None	None
51.524641	51.5241	515rcbc17	0.0	515rcbc33	0.0	None	None
51.52461	51.5241	515rcbc14	0.0	515rcbc33	0.0	None	None
51.5244894	51.524541	515rcbc37	0.0	515rcbc24	0.0	None	None
51.52457	51.5244	515rcbc16	0.0	2404.95	12.35	14.8872221234	1.0
51.5243	51.5237466	515rcbc21	0.0	515rcbc35	0.0	None	None
51.5241494	51.5241	515rcbc34	0.0	515rcbc33	0.0	None	None
51.5244894	51.524641	515rcbc37	0.0	515rcbc17	0.0	None	None
51.52477	51.52424	515rcbc9	0.0	515rcbc25	0.0	None	None
51.52477	51.5240476	515rcbc9	0.0	515rcbc27	0.0	None	None
51.523722	51.5239	515rcbc36	0.0	515rcbc28	0.0	None	None
51.5240065	51.524541	515rcbc32	0.0	515rcbc24	0.0	None	None
51.52477	51.5237466	515rcbc9	0.0	515rcbc35	0.0	None	None
51.5241494	51.535722	515rcbc34	0.0	515rcbc12	0.0	None	None
51.52453	51.52446	515rcbc13	0.0	515rcbc23	0.0	None	None
51.52446	51.5241494	515rcbc23	0.0	515rcbc34	0.0	None	None
51.5242733	51.5244	515rcbc18	0.0	2404.95	12.35	9.72613145789	1.0
51.524541	51.5241141	515rcbc24	0.0	515rcbc10	0.0	None	None
51.524339	51.5248	515rcbc29	0.0	515rcbc8	0.0	None	None
51.52477	51.5241	515rcbc9	0.0	515rcbc33	0.0	None	None
51.5239	51.52446	515rcbc28	0.0	515rcbc23	0.0	None	None
51.52446	51.535722	515rcbc23	0.0	515rcbc12	0.0	None	None
51.5244	51.5241141	2404.95	12.35	515rcbc10	0.0	6.02360989353	1.0
51.5244894	51.5245	515rcbc37	0.0	515rcbc11	0.0	None	None
51.535722	51.5241	515rcbc12	0.0	515rcbc33	0.0	None	None
51.5242961	51.52424	515rcbc19	0.0	515rcbc25	0.0	None	None
51.52477	51.5242961	515rcbc9	0.0	515rcbc19	0.0	None	None
51.523722	51.5266048	515rcbc36	0.0	515rcbc30	0.0	None	None
51.52477	51.52453	515rcbc9	0.0	515rcbc13	0.0	None	None
51.5242733	51.52446	515rcbc18	0.0	515rcbc23	0.0	None	None
51.524541	51.52422	515rcbc24	0.0	515rcbc31	0.0	None	None
51.523722	51.5244	515rcbc36	0.0	2404.95	12.35	-9.34746447971	1.0
51.5241494	51.5240476	515rcbc34	0.0	515rcbc27	0.0	None	None
51.52457	51.5241494	515rcbc16	0.0	515rcbc34	0.0	None	None
51.52461	51.5240476	515rcbc14	0.0	515rcbc27	0.0	None	None
51.5266048	51.5244	515rcbc30	0.0	2404.95	12.35	9.35681428164	1.0
51.523722	51.535722	515rcbc36	0.0	515rcbc12	0.0	None	None
51.5242961	51.524641	515rcbc19	0.0	515rcbc17	0.0	None	None
51.52446	51.5237466	515rcbc23	0.0	515rcbc35	0.0	None	None
51.5242733	51.5248	515rcbc18	0.0	515rcbc8	0.0	None	None
51.5248	51.5241141	515rcbc8	0.0	515rcbc10	0.0	None	None
51.5241494	51.5243	515rcbc34	0.0	515rcbc21	0.0	None	None
51.5239	51.5237466	515rcbc28	0.0	515rcbc35	0.0	None	None
51.5242961	51.52461	515rcbc19	0.0	515rcbc14	0.0	None	None
51.52446	51.5241141	515rcbc23	0.0	515rcbc10	0.0	None	None
51.52422	51.5245	515rcbc31	0.0	515rcbc11	0.0	None	None
51.5244894	51.52422	515rcbc37	0.0	515rcbc31	0.0	None	None
51.5244894	51.52461	515rcbc37	0.0	515rcbc14	0.0	None	None
51.52422	51.5266048	515rcbc31	0.0	515rcbc30	0.0	None	None
51.52424	51.52415	515rcbc25	0.0	515rcbc26	0.0	None	None
51.5239	51.5241	515rcbc28	0.0	515rcbc33	0.0	None	None
51.52453	51.5242961	515rcbc13	0.0	515rcbc19	0.0	None	None
51.5240065	51.52457	515rcbc32	0.0	515rcbc16	0.0	None	None
51.52477	51.52422	515rcbc9	0.0	515rcbc31	0.0	None	None
51.524339	51.5245	515rcbc29	0.0	515rcbc11	0.0	None	None
51.5240065	51.535722	515rcbc32	0.0	515rcbc12	0.0	None	None
51.52457	51.524339	515rcbc16	0.0	515rcbc29	0.0	None	None
51.5240065	51.52415	515rcbc32	0.0	515rcbc26	0.0	None	None
51.535722	51.524641	515rcbc12	0.0	515rcbc17	0.0	None	None
51.52446	51.5266048	515rcbc23	0.0	515rcbc30	0.0	None	None
51.5242961	51.5248	515rcbc19	0.0	515rcbc8	0.0	None	None
51.52453	51.5237466	515rcbc13	0.0	515rcbc35	0.0	None	None
51.5240476	51.52415	515rcbc27	0.0	515rcbc26	0.0	None	None
51.5239	51.5248	515rcbc28	0.0	515rcbc8	0.0	None	None
51.523722	51.5241141	515rcbc36	0.0	515rcbc10	0.0	None	None
51.5244	51.5237466	2404.95	12.35	515rcbc35	0.0	1.90969704424	1.0
51.52477	51.52446	515rcbc9	0.0	515rcbc23	0.0	None	None
51.52477	51.5243	515rcbc9	0.0	515rcbc21	0.0	None	None
51.5241	51.52415	515rcbc33	0.0	515rcbc26	0.0	None	None
51.52477	51.535722	515rcbc9	0.0	515rcbc12	0.0	None	None
51.524339	51.535722	515rcbc29	0.0	515rcbc12	0.0	None	None
51.52453	51.524541	515rcbc13	0.0	515rcbc24	0.0	None	None
51.5241	51.5244	515rcbc33	0.0	2404.95	12.35	9.17449314401	1.0
51.535722	51.5243	515rcbc12	0.0	515rcbc21	0.0	None	None
51.5242961	51.5241	515rcbc19	0.0	515rcbc33	0.0	None	None
51.523722	51.5241494	515rcbc36	0.0	515rcbc34	0.0	None	None
51.5244894	51.5237466	515rcbc37	0.0	515rcbc35	0.0	None	None
51.524541	51.5242733	515rcbc24	0.0	515rcbc18	0.0	None	None
51.52424	51.535722	515rcbc25	0.0	515rcbc12	0.0	None	None
51.524641	51.5243	515rcbc17	0.0	515rcbc21	0.0	None	None
51.5240065	51.5244	515rcbc32	0.0	2404.95	12.35	-3.55058728299	1.0
51.52477	51.5248	515rcbc9	0.0	515rcbc8	0.0	None	None
51.52457	51.5266048	515rcbc16	0.0	515rcbc30	0.0	None	None
51.524541	51.52424	515rcbc24	0.0	515rcbc25	0.0	None	None
51.535722	51.52415	515rcbc12	0.0	515rcbc26	0.0	None	None
51.524339	51.5241141	515rcbc29	0.0	515rcbc10	0.0	None	None
51.5241494	51.5244	515rcbc34	0.0	2404.95	12.35	0.301531112249	1.0
51.535722	51.5248	515rcbc12	0.0	515rcbc8	0.0	None	None
51.52461	51.524641	515rcbc14	0.0	515rcbc17	0.0	None	None
51.52457	51.5237466	515rcbc16	0.0	515rcbc35	0.0	None	None
51.5240065	51.52461	515rcbc32	0.0	515rcbc14	0.0	None	None
51.5248	51.5237466	515rcbc8	0.0	515rcbc35	0.0	None	None
51.524641	51.5244	515rcbc17	0.0	2404.95	12.35	10.7078606606	1.0
51.524541	51.5245	515rcbc24	0.0	515rcbc11	0.0	None	None
51.52446	51.5240476	515rcbc23	0.0	515rcbc27	0.0	None	None
51.5240065	51.5241494	515rcbc32	0.0	515rcbc34	0.0	None	None
51.524339	51.52422	515rcbc29	0.0	515rcbc31	0.0	None	None
51.5242961	51.52446	515rcbc19	0.0	515rcbc23	0.0	None	None
51.5248	51.5241	515rcbc8	0.0	515rcbc33	0.0	None	None
51.52422	51.5243	515rcbc31	0.0	515rcbc21	0.0	None	None
51.5242733	51.5237466	515rcbc18	0.0	515rcbc35	0.0	None	None
51.52446	51.5245	515rcbc23	0.0	515rcbc11	0.0	None	None
51.52457	51.5239	515rcbc16	0.0	515rcbc28	0.0	None	None
51.524339	51.5241	515rcbc29	0.0	515rcbc33	0.0	None	None
51.5245	51.5237466	515rcbc11	0.0	515rcbc35	0.0	None	None
51.52461	51.5245	515rcbc14	0.0	515rcbc11	0.0	None	None
51.52453	51.5266048	515rcbc13	0.0	515rcbc30	0.0	None	None
51.5239	51.5243	515rcbc28	0.0	515rcbc21	0.0	None	None
51.5241494	51.5266048	515rcbc34	0.0	515rcbc30	0.0	None	None
51.52457	51.523722	515rcbc16	0.0	515rcbc36	0.0	None	None
51.5242733	51.5241	515rcbc18	0.0	515rcbc33	0.0	None	None
51.5239	51.535722	515rcbc28	0.0	515rcbc12	0.0	None	None
51.52477	51.5241494	515rcbc9	0.0	515rcbc34	0.0	None	None
51.524339	51.5241494	515rcbc29	0.0	515rcbc34	0.0	None	None
51.5240065	51.52424	515rcbc32	0.0	515rcbc25	0.0	None	None
51.524339	51.5240476	515rcbc29	0.0	515rcbc27	0.0	None	None
51.524339	51.5237466	515rcbc29	0.0	515rcbc35	0.0	None	None
51.535722	51.5244	515rcbc12	0.0	2404.95	12.35	20.3849056583	1.0
51.52461	51.5241494	515rcbc14	0.0	515rcbc34	0.0	None	None
51.524339	51.524641	515rcbc29	0.0	515rcbc17	0.0	None	None
51.52424	51.5241494	515rcbc25	0.0	515rcbc34	0.0	None	None
51.523722	51.52446	515rcbc36	0.0	515rcbc23	0.0	None	None
51.52477	51.5245	515rcbc9	0.0	515rcbc11	0.0	None	None
51.52477	51.524541	515rcbc9	0.0	515rcbc24	0.0	None	None
51.523722	51.5241	515rcbc36	0.0	515rcbc33	0.0	None	None
51.52424	51.5244	515rcbc25	0.0	2404.95	12.35	-7.64112562745	1.0
51.5243	51.5244	515rcbc21	0.0	2404.95	12.35	-8.63220463205	1.0
51.5239	51.52461	515rcbc28	0.0	515rcbc14	0.0	None	None
51.5241494	51.524641	515rcbc34	0.0	515rcbc17	0.0	None	None
51.5240065	51.5240476	515rcbc32	0.0	515rcbc27	0.0	None	None
51.5244894	51.5239	515rcbc37	0.0	515rcbc28	0.0	None	None
51.5242961	51.5243	515rcbc19	0.0	515rcbc21	0.0	None	None
51.52453	51.523722	515rcbc13	0.0	515rcbc36	0.0	None	None
51.523722	51.52424	515rcbc36	0.0	515rcbc25	0.0	None	None
51.52477	51.52457	515rcbc9	0.0	515rcbc16	0.0	None	None
51.52453	51.52424	515rcbc13	0.0	515rcbc25	0.0	None	None
51.52453	51.5244894	515rcbc13	0.0	515rcbc37	0.0	None	None
51.5240065	51.5244894	515rcbc32	0.0	515rcbc37	0.0	None	None
51.523722	51.5248	515rcbc36	0.0	515rcbc8	0.0	None	None
51.5244894	51.5241494	515rcbc37	0.0	515rcbc34	0.0	None	None
51.5240476	51.5241141	515rcbc27	0.0	515rcbc10	0.0	None	None
51.5242961	51.52415	515rcbc19	0.0	515rcbc26	0.0	None	None
51.5248	51.5244	515rcbc8	0.0	2404.95	12.35	10.8200582837	1.0
51.52453	51.5241494	515rcbc13	0.0	515rcbc34	0.0	None	None
51.52422	51.5237466	515rcbc31	0.0	515rcbc35	0.0	None	None
51.52422	51.52446	515rcbc31	0.0	515rcbc23	0.0	None	None
51.52457	51.5245	515rcbc16	0.0	515rcbc11	0.0	None	None
51.524339	51.5266048	515rcbc29	0.0	515rcbc30	0.0	None	None
51.524541	51.5243	515rcbc24	0.0	515rcbc21	0.0	None	None
51.5239	51.5241494	515rcbc28	0.0	515rcbc34	0.0	None	None
51.52415	51.5237466	515rcbc26	0.0	515rcbc35	0.0	None	None
51.52422	51.5241141	515rcbc31	0.0	515rcbc10	0.0	None	None
51.52461	51.5266048	515rcbc14	0.0	515rcbc30	0.0	None	None
51.5245	51.5241141	515rcbc11	0.0	515rcbc10	0.0	None	None
51.5248	51.5243	515rcbc8	0.0	515rcbc21	0.0	None	None
51.52422	51.5241	515rcbc31	0.0	515rcbc33	0.0	None	None
51.5242733	51.524641	515rcbc18	0.0	515rcbc17	0.0	None	None
51.524541	51.5239	515rcbc24	0.0	515rcbc28	0.0	None	None
51.52461	51.535722	515rcbc14	0.0	515rcbc12	0.0	None	None
51.52453	51.52461	515rcbc13	0.0	515rcbc14	0.0	None	None
51.5266048	51.52415	515rcbc30	0.0	515rcbc26	0.0	None	None
51.5245	51.5240476	515rcbc11	0.0	515rcbc27	0.0	None	None
51.524339	51.5242733	515rcbc29	0.0	515rcbc18	0.0	None	None
51.5239	51.5245	515rcbc28	0.0	515rcbc11	0.0	None	None
51.5242733	51.5243	515rcbc18	0.0	515rcbc21	0.0	None	None
51.5241141	51.5237466	515rcbc10	0.0	515rcbc35	0.0	None	None
51.52461	51.5237466	515rcbc14	0.0	515rcbc35	0.0	None	None
51.52424	51.5241	515rcbc25	0.0	515rcbc33	0.0	None	None
51.523722	51.5242961	515rcbc36	0.0	515rcbc19	0.0	None	None
51.5243	51.5241	515rcbc21	0.0	515rcbc33	0.0	None	None
51.5240065	51.52422	515rcbc32	0.0	515rcbc31	0.0	None	None
51.5244894	51.5244	515rcbc37	0.0	2404.95	12.35	16.5000629563	1.0
51.523722	51.52415	515rcbc36	0.0	515rcbc26	0.0	None	None
51.5244894	51.5242733	515rcbc37	0.0	515rcbc18	0.0	None	None
51.5242961	51.5244	515rcbc19	0.0	2404.95	12.35	25.0130576138	1.0
51.5248	51.5240476	515rcbc8	0.0	515rcbc27	0.0	None	None
51.52424	51.5240476	515rcbc25	0.0	515rcbc27	0.0	None	None
51.5244894	51.5266048	515rcbc37	0.0	515rcbc30	0.0	None	None
51.52424	51.5237466	515rcbc25	0.0	515rcbc35	0.0	None	None
51.5240065	51.5241	515rcbc32	0.0	515rcbc33	0.0	None	None
51.5244894	51.535722	515rcbc37	0.0	515rcbc12	0.0	None	None
51.523722	51.5243	515rcbc36	0.0	515rcbc21	0.0	None	None
51.52453	51.5243	515rcbc13	0.0	515rcbc21	0.0	None	None
51.5241494	51.5241141	515rcbc34	0.0	515rcbc10	0.0	None	None
51.5266048	51.5245	515rcbc30	0.0	515rcbc11	0.0	None	None
51.52453	51.535722	515rcbc13	0.0	515rcbc12	0.0	None	None
51.524641	51.5237466	515rcbc17	0.0	515rcbc35	0.0	None	None
51.52457	51.52461	515rcbc16	0.0	515rcbc14	0.0	None	None
51.5244	51.5245	2404.95	12.35	515rcbc11	0.0	12.3487508993	1.0
51.5240065	51.5237466	515rcbc32	0.0	515rcbc35	0.0	None	None
51.52453	51.52457	515rcbc13	0.0	515rcbc16	0.0	None	None
51.5240065	51.5242961	515rcbc32	0.0	515rcbc19	0.0	None	None
51.52457	51.5242733	515rcbc16	0.0	515rcbc18	0.0	None	None
51.52453	51.52415	515rcbc13	0.0	515rcbc26	0.0	None	None
51.523722	51.52422	515rcbc36	0.0	515rcbc31	0.0	None	None
51.524641	51.5241141	515rcbc17	0.0	515rcbc10	0.0	None	None
51.5240476	51.5237466	515rcbc27	0.0	515rcbc35	0.0	None	None
51.524541	51.5266048	515rcbc24	0.0	515rcbc30	0.0	None	None
51.5240065	51.5248	515rcbc32	0.0	515rcbc8	0.0	None	None
51.52453	51.5244	515rcbc13	0.0	2404.95	12.35	-5.84596365686	1.0
51.523722	51.5242733	515rcbc36	0.0	515rcbc18	0.0	None	None
51.5242961	51.5266048	515rcbc19	0.0	515rcbc30	0.0	None	None
51.524541	51.5237466	515rcbc24	0.0	515rcbc35	0.0	None	None
51.5244894	51.5248	515rcbc37	0.0	515rcbc8	0.0	None	None
51.52446	51.5248	515rcbc23	0.0	515rcbc8	0.0	None	None
51.52422	51.524641	515rcbc31	0.0	515rcbc17	0.0	None	None
51.5242733	51.5239	515rcbc18	0.0	515rcbc28	0.0	None	None
51.523722	51.52461	515rcbc36	0.0	515rcbc14	0.0	None	None
51.5242733	51.535722	515rcbc18	0.0	515rcbc12	0.0	None	None
51.52415	51.5241141	515rcbc26	0.0	515rcbc10	0.0	None	None
51.52424	51.52461	515rcbc25	0.0	515rcbc14	0.0	None	None
51.524339	51.5242961	515rcbc29	0.0	515rcbc19	0.0	None	None
51.524541	51.524641	515rcbc24	0.0	515rcbc17	0.0	None	None
51.52457	51.5243	515rcbc16	0.0	515rcbc21	0.0	None	None
51.524541	51.5241	515rcbc24	0.0	515rcbc33	0.0	None	None
51.52424	51.524641	515rcbc25	0.0	515rcbc17	0.0	None	None
51.535722	51.5237466	515rcbc12	0.0	515rcbc35	0.0	None	None
51.5244894	51.5241141	515rcbc37	0.0	515rcbc10	0.0	None	None
51.52477	51.5240065	515rcbc9	0.0	515rcbc32	0.0	None	None
51.5244894	51.5243	515rcbc37	0.0	515rcbc21	0.0	None	None
51.52477	51.52461	515rcbc9	0.0	515rcbc14	0.0	None	None
51.52446	51.5241	515rcbc23	0.0	515rcbc33	0.0	None	None
51.535722	51.5241141	515rcbc12	0.0	515rcbc10	0.0	None	None
51.52457	51.52415	515rcbc16	0.0	515rcbc26	0.0	None	None
51.5242961	51.52422	515rcbc19	0.0	515rcbc31	0.0	None	None
51.5244894	51.523722	515rcbc37	0.0	515rcbc36	0.0	None	None
51.52453	51.5239	515rcbc13	0.0	515rcbc28	0.0	None	None
51.524541	51.5248	515rcbc24	0.0	515rcbc8	0.0	None	None
51.5242733	51.5245	515rcbc18	0.0	515rcbc11	0.0	None	None
51.52453	51.5248	515rcbc13	0.0	515rcbc8	0.0	None	None
51.52424	51.5243	515rcbc25	0.0	515rcbc21	0.0	None	None
51.52422	51.5248	515rcbc31	0.0	515rcbc8	0.0	None	None
51.523722	51.524339	515rcbc36	0.0	515rcbc29	0.0	None	None
51.52424	51.52422	515rcbc25	0.0	515rcbc31	0.0	None	None
51.52424	51.5241141	515rcbc25	0.0	515rcbc10	0.0	None	None
51.5241	51.5245	515rcbc33	0.0	515rcbc11	0.0	None	None
51.52457	51.5240476	515rcbc16	0.0	515rcbc27	0.0	None	None
51.5243	51.5241141	515rcbc21	0.0	515rcbc10	0.0	None	None
51.5244894	51.5242961	515rcbc37	0.0	515rcbc19	0.0	None	None
51.5245	51.52415	515rcbc11	0.0	515rcbc26	0.0	None	None
51.5241494	51.52415	515rcbc34	0.0	515rcbc26	0.0	None	None
51.52424	51.5239	515rcbc25	0.0	515rcbc28	0.0	None	None
51.52477	51.524641	515rcbc9	0.0	515rcbc17	0.0	None	None
51.5243	51.52415	515rcbc21	0.0	515rcbc26	0.0	None	None
51.5240065	51.52446	515rcbc32	0.0	515rcbc23	0.0	None	None
51.5248	51.524641	515rcbc8	0.0	515rcbc17	0.0	None	None
51.5240065	51.5243	515rcbc32	0.0	515rcbc21	0.0	None	None
51.5242961	51.5241494	515rcbc19	0.0	515rcbc34	0.0	None	None
51.52477	51.5241141	515rcbc9	0.0	515rcbc10	0.0	None	None
51.523722	51.5245	515rcbc36	0.0	515rcbc11	0.0	None	None
51.52453	51.5241	515rcbc13	0.0	515rcbc33	0.0	None	None
51.52424	51.5248	515rcbc25	0.0	515rcbc8	0.0	None	None
51.5241494	51.5245	515rcbc34	0.0	515rcbc11	0.0	None	None
51.52457	51.524541	515rcbc16	0.0	515rcbc24	0.0	None	None
51.524339	51.524541	515rcbc29	0.0	515rcbc24	0.0	None	None
51.524339	51.5239	515rcbc29	0.0	515rcbc28	0.0	None	None
51.524541	51.52461	515rcbc24	0.0	515rcbc14	0.0	None	None
51.52477	51.5239	515rcbc9	0.0	515rcbc28	0.0	None	None
51.52477	51.52415	515rcbc9	0.0	515rcbc26	0.0	None	None
51.523722	51.5240476	515rcbc36	0.0	515rcbc27	0.0	None	None
51.524339	51.52415	515rcbc29	0.0	515rcbc26	0.0	None	None
51.523722	51.524541	515rcbc36	0.0	515rcbc24	0.0	None	None
51.52422	51.535722	515rcbc31	0.0	515rcbc12	0.0	None	None
51.52422	51.52461	515rcbc31	0.0	515rcbc14	0.0	None	None
51.524541	51.5242961	515rcbc24	0.0	515rcbc19	0.0	None	None
51.52477	51.523722	515rcbc9	0.0	515rcbc36	0.0	None	None
51.524641	51.5245	515rcbc17	0.0	515rcbc11	0.0	None	None
51.524541	51.5244	515rcbc24	0.0	2404.95	12.35	9.06229552084	1.0
51.524339	51.52446	515rcbc29	0.0	515rcbc23	0.0	None	None
51.523722	51.524641	515rcbc36	0.0	515rcbc17	0.0	None	None
51.524339	51.5243	515rcbc29	0.0	515rcbc21	0.0	None	None
51.52461	51.52446	515rcbc14	0.0	515rcbc23	0.0	None	None
51.5242733	51.52461	515rcbc18	0.0	515rcbc14	0.0	None	None
51.52422	51.5244	515rcbc31	0.0	2404.95	12.35	11.3716965976	1.0
51.5240065	51.5239	515rcbc32	0.0	515rcbc28	0.0	None	None
51.535722	51.5266048	515rcbc12	0.0	515rcbc30	0.0	None	None
51.52424	51.52446	515rcbc25	0.0	515rcbc23	0.0	None	None
51.52457	51.524641	515rcbc16	0.0	515rcbc17	0.0	None	None
51.52461	51.5244	515rcbc14	0.0	2404.95	12.35	0.57735026919	1.0
51.52457	51.5241	515rcbc16	0.0	515rcbc33	0.0	None	None
51.524339	51.5244	515rcbc29	0.0	2404.95	12.35	19.0478839823	1.0
51.52446	51.524641	515rcbc23	0.0	515rcbc17	0.0	None	None
51.5244894	51.524339	515rcbc37	0.0	515rcbc29	0.0	None	None
51.5242961	51.5237466	515rcbc19	0.0	515rcbc35	0.0	None	None
51.5242961	51.5239	515rcbc19	0.0	515rcbc28	0.0	None	None
51.5244894	51.5241	515rcbc37	0.0	515rcbc33	0.0	None	None
51.52446	51.5243	515rcbc23	0.0	515rcbc21	0.0	None	None
51.535722	51.5245	515rcbc12	0.0	515rcbc11	0.0	None	None
